DATE_TIME,PLANT_ID,DC_POWER,DC_EFFICIENCY,AC_POWER,AC_EFFICIENCY,CONVERSION_EFFICIENCY,DAILY_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,4136001,0.0,0.0,0.0,0.0,0.0,48899.938095238096,27.004763700000005,25.0607889,0.0
2020-05-15 00:15:00,4136001,0.0,0.0,0.0,0.0,0.0,28401.0,26.880811433333328,24.42186883333333,0.0
2020-05-15 00:30:00,4136001,0.0,0.0,0.0,0.0,0.0,28401.0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00,4136001,0.0,0.0,0.0,0.0,0.0,28401.0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00,4136001,0.0,0.0,0.0,0.0,0.0,26516.0,26.596148,25.088210413793107,0.0
2020-05-15 01:15:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:30:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:45:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.420410206896552,25.065062310344832,0.0
2020-05-15 02:00:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.401946133333333,24.69146936666666,0.0
2020-05-15 02:15:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.226078206896553,24.55948079310345,0.0
2020-05-15 02:30:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.158709733333332,24.595197433333333,0.0
2020-05-15 03:30:00,4136001,0.0,0.0,0.0,0.0,0.0,18976.0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:45:00,4136001,0.0,0.0,0.0,0.0,0.0,18609.666666666668,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00,4136001,0.0,0.0,0.0,0.0,0.0,13481.0,25.6972106,24.626179,0.0
2020-05-15 04:15:00,4136001,0.0,0.0,0.0,0.0,0.0,13481.0,25.6277024137931,24.773145068965515,0.0
2020-05-15 04:30:00,4136001,0.0,0.0,0.0,0.0,0.0,13481.0,25.482045785714284,24.796690750000003,0.0
2020-05-15 04:45:00,4136001,0.0,0.0,0.0,0.0,0.0,13481.0,25.230931689655172,24.43690427586207,0.0
2020-05-15 05:00:00,4136001,0.0,0.0,0.0,0.0,0.0,13481.0,25.1175986,24.104579633333337,0.0
2020-05-15 05:15:00,4136001,0.0,0.0,0.0,0.0,0.0,13481.0,25.091862099999997,23.897232,0.0
2020-05-15 05:30:00,4136001,0.0,0.0,0.0,0.0,0.0,942.3809523809523,24.916967827586213,23.83947131034483,0.0
2020-05-15 05:45:00,4136001,0.0,0.0,0.0,0.0,0.0,0.0,24.741273799999995,23.786661799999997,0.002838054505
2020-05-15 06:00:00,4136001,331.99333333333334,0.01246665478388695,320.43333333333334,0.012333960262143258,0.01203256615971257,25.933333333333334,24.74278656666667,24.077229833333337,0.0129619781466666
2020-05-15 06:15:00,4136001,587.1795238095239,0.022049130764173364,566.9776190476191,0.02182382010670321,0.021290530673879496,141.64285714285714,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,4136001,1284.2057142857143,0.04822310481584457,1243.5561904761905,0.0478663454813552,0.046696677838005476,345.12857142857143,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,4136001,3450.8971428571426,0.12958435924828351,3373.6585714285716,0.12985718534704774,0.12668397990532304,873.7619047619048,25.04824510344827,25.746661999999997,0.1034958783448276
2020-05-15 07:00:00,4136001,6733.253333333333,0.25283985083773597,6614.38,0.2545974204058518,0.24837604792098084,2133.733333333333,25.6732025,28.674707033333338,0.1994504836666666
2020-05-15 07:15:00,4136001,8379.64,0.31466318327652293,8234.446666666667,0.3169562196007636,0.30921104017047113,4015.2,26.076817999999996,30.72550493103449,0.317665025862069
2020-05-15 07:30:00,4136001,10109.33238095238,0.3796147218485409,9919.995238095238,0.38183551565791224,0.37250493812466845,6287.171428571429,26.424239066666665,32.206803566666665,0.3829133633333333
2020-05-15 07:45:00,4136001,12052.23142857143,0.4525723667006747,11813.325714285715,0.4547126492991422,0.44360123756385084,9009.366666666667,27.12028751724138,34.59156220689654,0.4482866631034482
2020-05-15 08:00:00,4136001,12379.565238095238,0.4648640520831962,12132.810476190476,0.4670100976223304,0.4555981839946396,11932.72380952381,27.678970266666667,35.705856366666666,0.4550275753333332
2020-05-15 08:15:00,4136001,14071.28,0.5283894961567887,13784.546666666667,0.5305879043534567,0.5176223959689339,15115.866666666667,27.953492333333333,36.78689773333334,0.509315263
2020-05-15 08:30:00,4136001,16053.013333333332,0.6028054041279975,15718.433333333334,0.6050261066778778,0.590241617633511,18834.13333333333,28.526214655172417,38.617749482758605,0.5709116793103447
2020-05-15 08:45:00,4136001,17777.12857142857,0.6675475158600775,17399.51142857143,0.6697333273922006,0.6533676450981817,23057.97619047619,29.319021466666655,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,4136001,18697.333333333332,0.7021020503803156,18295.993333333332,0.7042402623419471,0.687031364530303,27479.066666666666,29.57204362068965,41.47150403448277,0.6542055951724136
2020-05-15 09:15:00,4136001,20195.25380952381,0.7583503409194295,19754.621904761905,0.7603850667855968,0.7418042079345306,32279.542857142857,30.091407233333335,43.4653736,0.7024373413333334
2020-05-15 09:30:00,4136001,19997.38666666667,0.7509202478560929,19552.76761904762,0.7526153921614109,0.7342243939925396,37236.34285714286,30.638658379310343,44.1451964137931,0.7566826427586206
2020-05-15 09:45:00,4136001,19059.164285714287,0.7156891351815919,18627.731904761906,0.7170093781978305,0.6994884527705283,41758.8,31.37512003333333,45.71952399999999,0.799745994
2020-05-15 10:00:00,4136001,18570.720476190476,0.6973476212315328,18142.809523809523,0.6983439874450251,0.6812791716996819,46538.728571428575,31.892093833333337,46.13117390000001,0.828095938
2020-05-15 10:15:00,4136001,17465.253333333334,0.6558363140418407,17041.513333333332,0.6559534430254379,0.6399244876051926,50936.0,32.43747986206897,47.14350827586206,0.8748338506896551
2020-05-15 10:30:00,4136001,18074.0,0.678695310841501,17622.486666666668,0.6783159791953066,0.6617405702132091,55344.13333333333,33.07413526666666,48.6802898,0.9080560733333332
2020-05-15 10:45:00,4136001,18684.176666666666,0.7016080054553975,18217.238095238095,0.7012088549443535,0.6840740329601225,59787.461904761905,33.19247010344828,50.249560172413794,0.943352708275862
